❤️央视频道,#genre#
CCTV5[576*324],http://171.213.204.254:8000/udp/239.93.0.158:5140
CCTV5[576*324],http://171.213.202.76:5555/udp/239.93.0.158:5140
CCTV5[576*324],http://171.213.204.88:888/udp/239.93.0.158:5140
CCTV6[576*324],http://171.213.204.254:8000/udp/239.93.0.64:5140
CCTV6[576*324],http://171.213.204.88:888/udp/239.93.0.64:5140
CCTV6[576*324],http://171.213.202.76:5555/udp/239.93.0.64:5140
CCTV7[576*324],http://171.213.204.254:8000/udp/239.93.0.79:5140
CCTV7[576*324],http://171.213.202.76:5555/udp/239.93.0.79:5140
CCTV7[576*324],http://171.213.204.88:888/udp/239.93.0.79:5140
CCTV9[576*324],http://171.213.202.76:5555/udp/239.93.1.64:5140
CCTV9[576*324],http://171.213.204.254:8000/udp/239.93.1.64:5140
CCTV9[576*324],http://171.213.204.88:888/udp/239.93.1.64:5140
CCTV10[576*324],http://171.213.204.88:888/udp/239.93.1.63:5140
CCTV10[576*324],http://171.213.202.76:5555/udp/239.93.1.63:5140
CCTV10[576*324],http://171.213.204.254:8000/udp/239.93.1.63:5140
CCTV11[576*324],http://171.213.202.76:5555/udp/239.93.0.170:5140
CCTV11[576*324],http://171.213.204.88:888/udp/239.93.0.170:5140
CCTV11[576*324],http://171.213.204.254:8000/udp/239.93.0.170:5140
CCTV12[576*324],http://171.213.204.254:8000/udp/239.93.1.41:5140
CCTV12[576*324],http://171.213.204.88:888/udp/239.93.1.41:5140
CCTV12[576*324],http://171.213.202.76:5555/udp/239.93.1.41:5140
CCTV13[576*324],http://171.213.204.88:888/udp/239.93.0.187:5140
CCTV13[576*324],http://171.213.202.76:5555/udp/239.93.0.187:5140
CCTV13[576*324],http://171.213.204.254:8000/udp/239.93.0.187:5140
CCTV14[576*324],http://171.213.202.76:5555/udp/239.93.1.40:5140
CCTV14[576*324],http://171.213.204.88:888/udp/239.93.1.40:5140
CCTV14[576*324],http://171.213.204.254:8000/udp/239.93.1.40:5140
CCTV15[576*324],http://171.213.202.76:5555/udp/239.93.0.171:5140
CCTV15[576*324],http://171.213.204.88:888/udp/239.93.0.171:5140
CCTV15[576*324],http://171.213.204.254:8000/udp/239.93.0.171:5140
CCTV16 4K[785*576],http://171.213.204.88:888/udp/239.93.42.63:5140
CCTV16 4K[785*576],http://171.213.204.254:8000/udp/239.93.42.63:5140
CCTV16 4K[785*576],http://171.213.202.76:5555/udp/239.93.42.63:5140
CCTV1单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.68:5140
CCTV1单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.68:5140
CCTV1单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.68:5140
CCTV2单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.69:5140
CCTV2单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.69:5140
CCTV2单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.69:5140
CCTV3单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.70:5140
CCTV3单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.70:5140
CCTV3单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.70:5140
CCTV5单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.71:5140
CCTV5单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.71:5140
CCTV5单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.71:5140
CCTV5+单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.79:5140
CCTV5+单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.79:5140
CCTV5+单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.79:5140
CCTV7单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.73:5140
CCTV7单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.73:5140
CCTV7单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.73:5140
CCTV8单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.74:5140
CCTV8单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.74:5140
CCTV8单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.74:5140
CCTV9单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.75:5140
CCTV9单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.75:5140
CCTV9单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.75:5140
CCTV10单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.76:5140
CCTV10单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.76:5140
CCTV10单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.76:5140
CCTV14单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.78:5140
CCTV14单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.78:5140
CCTV14单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.78:5140
CETV2[785*576],http://171.213.202.76:5555/udp/239.93.0.113:5140
CETV2[785*576],http://171.213.204.254:8000/udp/239.93.0.113:5140
CETV2[785*576],http://171.213.204.88:888/udp/239.93.0.113:5140
CETV4[785*576],http://171.213.204.254:8000/udp/239.93.0.50:5140
CETV4[785*576],http://171.213.202.76:5555/udp/239.93.0.50:5140
CETV4[785*576],http://171.213.204.88:888/udp/239.93.0.50:5140
CGTN[576*324],http://171.213.204.88:888/udp/239.93.0.216:5140
CGTN[576*324],http://171.213.204.254:8000/udp/239.93.0.216:5140
CGTN[576*324],http://171.213.202.76:5555/udp/239.93.0.216:5140
CGTN[768*576],http://171.213.202.76:5555/udp/239.93.0.62:5140
CGTN[768*576],http://171.213.204.254:8000/udp/239.93.0.62:5140
CGTN[768*576],http://171.213.204.88:888/udp/239.93.0.62:5140
北京卫视[576*324],http://171.213.202.76:5555/udp/239.93.0.71:5140
北京卫视[576*324],http://171.213.204.88:888/udp/239.93.0.71:5140
北京卫视[576*324],http://171.213.204.88:888/udp/239.93.1.66:5140
北京卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.66:5140
北京卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.66:5140
北京卫视[576*324],http://171.213.204.254:8000/udp/239.93.0.71:5140
东方财经[576*324],http://171.213.202.76:5555/udp/239.93.0.31:5140
东方财经[576*324],http://171.213.204.254:8000/udp/239.93.0.31:5140
东方财经[576*324],http://171.213.204.88:888/udp/239.93.0.31:5140
东方卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.44:5140
东方卫视[576*324],http://171.213.204.88:888/udp/239.93.0.70:5140
东方卫视[576*324],http://171.213.204.88:888/udp/239.93.1.44:5140
东方卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.44:5140
东方卫视[576*324],http://171.213.202.76:5555/udp/239.93.0.70:5140
东方卫视[576*324],http://171.213.204.254:8000/udp/239.93.0.70:5140
东南卫视[576*324],http://171.213.204.88:888/udp/239.93.1.201:5140
东南卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.201:5140
东南卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.201:5140
兵团卫视[785*576],http://171.213.202.76:5555/udp/239.93.42.43:5140
兵团卫视[785*576],http://171.213.204.254:8000/udp/239.93.42.43:5140
兵团卫视[785*576],http://171.213.204.88:888/udp/239.93.42.43:5140
魅力时尚[720*576],http://171.213.202.76:5555/udp/239.93.0.190:9012
魅力时尚[720*576],http://171.213.204.88:888/udp/239.93.0.190:9012
魅力时尚[720*576],http://171.213.204.254:8000/udp/239.93.0.190:9012
宁夏卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.212:5140
宁夏卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.212:5140
宁夏卫视[576*324],http://171.213.204.88:888/udp/239.93.1.212:5140
宁夏卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.247:5140
宁夏卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.247:5140
宁夏卫视[768*576],http://171.213.204.88:888/udp/239.93.0.247:5140
青春动漫[768*576],http://171.213.204.254:8000/udp/239.93.0.146:5140
青春动漫[768*576],http://171.213.204.88:888/udp/239.93.0.146:5140
青春动漫[768*576],http://171.213.202.76:5555/udp/239.93.0.146:5140
青海卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.209:5140
青海卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.209:5140
青海卫视[576*324],http://171.213.204.88:888/udp/239.93.1.209:5140
青海卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.192:5140
青海卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.192:5140
青海卫视[768*576],http://171.213.204.88:888/udp/239.93.0.192:5140
全球大片[768*576],http://171.213.204.254:8000/udp/239.93.0.105:5140
全球大片[768*576],http://171.213.204.88:888/udp/239.93.0.105:5140
全球大片[768*576],http://171.213.202.76:5555/udp/239.93.0.105:5140
热播剧场[720*576],http://171.213.202.76:5555/udp/239.93.0.56:9020
热播剧场[720*576],http://171.213.204.88:888/udp/239.93.0.56:9020
热播剧场[720*576],http://171.213.204.254:8000/udp/239.93.0.56:9020
热门本地[576*324],http://171.213.204.88:888/udp/239.93.1.35:5140
热门本地[576*324],http://171.213.204.88:888/udp/239.93.1.53:5140
热门本地[576*324],http://171.213.202.76:5555/udp/239.93.1.35:5140
热门本地[576*324],http://171.213.202.76:5555/udp/239.93.1.53:5140
热门本地[576*324],http://171.213.204.254:8000/udp/239.93.1.53:5140
热门本地[576*324],http://171.213.204.254:8000/udp/239.93.1.35:5140
热门剧场[768*576],http://171.213.202.76:5555/udp/239.93.0.140:5140
热门剧场[768*576],http://171.213.204.88:888/udp/239.93.0.140:5140
热门剧场[768*576],http://171.213.204.254:8000/udp/239.93.0.140:5140
热门卫视[576*324],http://171.213.204.88:888/udp/239.93.1.34:5140
热门卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.34:5140
热门卫视[576*324],http://171.213.204.88:888/udp/239.93.1.49:5140
热门卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.49:5140
热门卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.49:5140
热门卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.34:5140
热门央视[576*324],http://171.213.204.254:8000/udp/239.93.1.47:5140
热门央视[576*324],http://171.213.202.76:5555/udp/239.93.1.47:5140
热门央视[576*324],http://171.213.204.88:888/udp/239.93.1.47:5140
热门综艺[768*576],http://171.213.204.88:888/udp/239.93.0.151:5140
热门综艺[768*576],http://171.213.202.76:5555/udp/239.93.0.151:5140
热门综艺[768*576],http://171.213.204.254:8000/udp/239.93.0.151:5140
蓉城先锋[576*324],http://171.213.204.254:8000/udp/239.93.1.138:5140
蓉城先锋[576*324],http://171.213.202.76:5555/udp/239.93.1.138:5140
蓉城先锋[576*324],http://171.213.204.88:888/udp/239.93.1.138:5140
三沙卫视[768*576],http://171.213.202.76:5555/udp/239.93.42.58:5140
三沙卫视[768*576],http://171.213.204.254:8000/udp/239.93.42.58:5140
三沙卫视[768*576],http://171.213.204.88:888/udp/239.93.42.58:5140
厦门卫视[768*576],http://171.213.204.254:8000/udp/239.93.42.57:5140
厦门卫视[768*576],http://171.213.202.76:5555/udp/239.93.42.57:5140
厦门卫视[768*576],http://171.213.204.88:888/udp/239.93.42.57:5140
山东教育[785*576],http://171.213.202.76:5555/udp/239.93.1.196:5140
山东教育[785*576],http://171.213.204.88:888/udp/239.93.1.196:5140
山东教育[785*576],http://171.213.204.254:8000/udp/239.93.1.196:5140
山东卫视[576*324],http://171.213.204.88:888/udp/239.93.0.229:5140
山东卫视[576*324],http://171.213.202.76:5555/udp/239.93.0.229:5140
山东卫视[576*324],http://171.213.204.254:8000/udp/239.93.0.229:5140
山西卫视[576*324],http://171.213.204.88:888/udp/239.93.1.207:5140
山西卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.207:5140
山西卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.207:5140
山西卫视[768*576],http://171.213.204.88:888/udp/239.93.0.6:5140
山西卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.6:5140
山西卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.6:5140
陕西卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.205:5140
陕西卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.205:5140
陕西卫视[576*324],http://171.213.204.88:888/udp/239.93.1.205:5140
陕西卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.176:5140
陕西卫视[768*576],http://171.213.204.88:888/udp/239.93.0.176:5140
陕西卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.176:5140
深圳卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.21:5140
深圳卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.21:5140
深圳卫视[576*324],http://171.213.204.88:888/udp/239.93.1.21:5140
新疆卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.214:5140
新疆卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.214:5140
新疆卫视[576*324],http://171.213.204.88:888/udp/239.93.1.214:5140
新疆卫视[768*576],http://171.213.204.88:888/udp/239.93.0.194:5140
新疆卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.194:5140
新疆卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.194:5140
云南卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.168:5140
云南卫视[576*324],http://171.213.204.88:888/udp/239.93.1.168:5140
云南卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.168:5140
云南卫视[768*576],http://171.213.204.88:888/udp/239.93.0.174:5140
云南卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.174:5140
云南卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.174:5140
浙江卫视[576*324],http://171.213.204.88:888/udp/239.93.1.6:5140
浙江卫视[576*324],http://171.213.204.254:8000/udp/239.93.0.73:5140
浙江卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.6:5140
浙江卫视[576*324],http://171.213.204.88:888/udp/239.93.0.73:5140
浙江卫视[576*324],http://171.213.202.76:5555/udp/239.93.0.73:5140
浙江卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.6:5140
重庆卫视[576*324],http://171.213.204.88:888/udp/239.93.0.119:5140
重庆卫视[576*324],http://171.213.204.254:8000/udp/239.93.0.119:5140
重庆卫视[576*324],http://171.213.202.76:5555/udp/239.93.0.119:5140
重庆卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.90:5140
重庆卫视[768*576],http://171.213.204.88:888/udp/239.93.0.90:5140
重庆卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.90:5140
四川卫视[576*324],http://171.213.204.88:888/udp/239.93.0.128:5140
四川卫视[576*324],http://171.213.204.254:8000/udp/239.93.0.128:5140
四川卫视[576*324],http://171.213.202.76:5555/udp/239.93.0.128:5140
四川新闻[576*324],http://171.213.204.88:888/udp/239.93.1.139:5140
四川新闻[576*324],http://171.213.204.254:8000/udp/239.93.1.139:5140
四川新闻[576*324],http://171.213.202.76:5555/udp/239.93.1.139:5140
四川影视[576*324],http://171.213.202.76:5555/udp/239.93.1.254:5140
四川影视[576*324],http://171.213.204.254:8000/udp/239.93.1.254:5140
四川影视[576*324],http://171.213.204.88:888/udp/239.93.1.254:5140
四川经济[576*324],http://171.213.204.88:888/udp/239.93.1.62:5140
四川经济[576*324],http://171.213.204.254:8000/udp/239.93.1.62:5140
四川经济[576*324],http://171.213.202.76:5555/udp/239.93.1.62:5140
四川科教[576*324],http://171.213.202.76:5555/udp/239.93.1.146:5140
四川科教[576*324],http://171.213.204.88:888/udp/239.93.1.146:5140
四川科教[576*324],http://171.213.204.254:8000/udp/239.93.1.146:5140
天津卫视[576*324],http://171.213.204.88:888/udp/239.93.1.134:5140
天津卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.134:5140
天津卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.134:5140
天津卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.85:5140
天津卫视[768*576],http://171.213.204.88:888/udp/239.93.0.85:5140
天津卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.85:5140
天元围棋[768*576],http://171.213.202.76:5555/udp/239.93.42.55:5140
天元围棋[768*576],http://171.213.204.88:888/udp/239.93.42.55:5140
天元围棋[768*576],http://171.213.204.254:8000/udp/239.93.42.55:5140
西藏卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.213:5140
西藏卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.213:5140
西藏卫视[576*324],http://171.213.204.88:888/udp/239.93.1.213:5140
西藏卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.175:5140
西藏卫视[768*576],http://171.213.204.88:888/udp/239.93.0.175:5140
西藏卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.175:5140
河北卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.202:5140
河北卫视[576*324],http://171.213.204.88:888/udp/239.93.1.202:5140
河北卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.202:5140
河南卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.169:5140
河南卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.169:5140
河南卫视[576*324],http://171.213.204.88:888/udp/239.93.1.169:5140
安徽卫视[576*324],http://171.213.204.88:888/udp/239.93.1.166:5140
安徽卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.166:5140
安徽卫视[576*324],http://171.213.204.254:8000/udp/239.93.0.75:5140
安徽卫视[576*324],http://171.213.204.88:888/udp/239.93.0.75:5140
安徽卫视[576*324],http://171.213.202.76:5555/udp/239.93.0.75:5140
安徽卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.166:5140
甘肃卫视[576*324],http://171.213.204.88:888/udp/239.93.1.215:5140
甘肃卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.215:5140
甘肃卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.215:5140
广西卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.203:5140
广西卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.203:5140
广西卫视[576*324],http://171.213.204.88:888/udp/239.93.1.203:5140
贵州卫视[576*324],http://171.213.204.88:888/udp/239.93.1.200:5140
贵州卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.200:5140
贵州卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.200:5140
贵州卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.127:5140
贵州卫视[768*576],http://171.213.204.88:888/udp/239.93.0.127:5140
贵州卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.127:5140
湖北卫视[576*324],http://171.213.204.88:888/udp/239.93.0.115:5140
湖北卫视[576*324],http://171.213.204.254:8000/udp/239.93.0.115:5140
湖北卫视[576*324],http://171.213.202.76:5555/udp/239.93.0.115:5140
湖北卫视[768*576],http://171.213.204.88:888/udp/239.93.0.82:5140
湖北卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.82:5140
湖北卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.82:5140
湖南卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.46:5140
湖南卫视[576*324],http://171.213.204.254:8000/udp/239.93.0.77:5140
湖南卫视[576*324],http://171.213.204.88:888/udp/239.93.1.46:5140
湖南卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.46:5140
湖南卫视[576*324],http://171.213.204.88:888/udp/239.93.0.77:5140
湖南卫视[576*324],http://171.213.202.76:5555/udp/239.93.0.77:5140
江苏卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.45:5140
江苏卫视[576*324],http://171.213.204.88:888/udp/239.93.1.45:5140
江苏卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.45:5140
江西卫视[576*324],http://171.213.204.88:888/udp/239.93.1.19:5140
江西卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.19:5140
江西卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.19:5140
江西卫视[768*576],http://171.213.204.88:888/udp/239.93.0.83:5140
江西卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.83:5140
江西卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.83:5140
康巴卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.149:5140
康巴卫视[576*324],http://171.213.204.88:888/udp/239.93.1.149:5140
康巴卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.149:5140
康巴卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.125:5140
康巴卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.125:5140
康巴卫视[768*576],http://171.213.204.88:888/udp/239.93.0.125:5140
辽宁卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.167:5140
辽宁卫视[576*324],http://171.213.204.88:888/udp/239.93.1.167:5140
辽宁卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.167:5140
辽宁卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.74:5140
辽宁卫视[768*576],http://171.213.204.88:888/udp/239.93.0.74:5140
辽宁卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.74:5140
旅游卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.216:5140
旅游卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.216:5140
旅游卫视[576*324],http://171.213.204.88:888/udp/239.93.1.216:5140
旅游卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.80:5140
旅游卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.80:5140
旅游卫视[768*576],http://171.213.204.88:888/udp/239.93.0.80:5140
广东卫视[576*324],http://171.213.204.88:888/udp/239.93.0.201:5140
广东卫视[576*324],http://171.213.204.254:8000/udp/239.93.0.201:5140
广东卫视[576*324],http://171.213.202.76:5555/udp/239.93.0.201:5140
华语影院[768*576],http://171.213.204.254:8000/udp/239.93.0.138:5140
华语影院[768*576],http://171.213.202.76:5555/udp/239.93.0.138:5140
华语影院[768*576],http://171.213.204.88:888/udp/239.93.0.138:5140
吉林卫视[576*324],http://171.213.204.88:888/udp/239.93.1.204:5140
吉林卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.204:5140
吉林卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.204:5140
嘉佳卡通[768*576],http://171.213.202.76:5555/udp/239.93.0.246:5140
嘉佳卡通[768*576],http://171.213.204.254:8000/udp/239.93.0.246:5140
嘉佳卡通[768*576],http://171.213.204.88:888/udp/239.93.0.246:5140
宝宝动画[768*576],http://171.213.204.88:888/udp/239.93.0.147:5140
宝宝动画[768*576],http://171.213.202.76:5555/udp/239.93.0.147:5140
宝宝动画[768*576],http://171.213.204.254:8000/udp/239.93.0.147:5140
财富天下[785*576],http://171.213.202.76:5555/udp/239.93.0.116:9136
财富天下[785*576],http://171.213.204.88:888/udp/239.93.0.116:9136
财富天下[785*576],http://171.213.204.254:8000/udp/239.93.0.116:9136
大爱四川[576*324],http://171.213.204.88:888/udp/239.93.0.25:5140
大爱四川[576*324],http://171.213.204.88:888/udp/239.93.0.228:5140
大爱四川[576*324],http://171.213.202.76:5555/udp/239.93.0.25:5140
大爱四川[576*324],http://171.213.204.254:8000/udp/239.93.0.25:5140
大爱四川[576*324],http://171.213.204.254:8000/udp/239.93.0.228:5140
大爱四川[576*324],http://171.213.202.76:5555/udp/239.93.0.228:5140
纪实人文[1047*576],http://171.213.204.88:888/udp/239.93.1.154:5140
纪实人文[1047*576],http://171.213.204.254:8000/udp/239.93.1.154:5140
纪实人文[1047*576],http://171.213.202.76:5555/udp/239.93.1.154:5140
河北卫视[1280*576],http://171.213.204.88:888/udp/239.93.0.5:5140
河北卫视[1280*576],http://171.213.204.254:8000/udp/239.93.0.5:5140
河北卫视[1280*576],http://171.213.202.76:5555/udp/239.93.0.5:5140
黑龙江卫视[576*324],http://171.213.204.88:888/udp/239.93.0.231:5140
黑龙江卫视[576*324],http://171.213.204.254:8000/udp/239.93.0.231:5140
黑龙江卫视[576*324],http://171.213.202.76:5555/udp/239.93.0.231:5140
内蒙古卫视[576*324],http://171.213.204.88:888/udp/239.93.1.208:5140
内蒙古卫视[576*324],http://171.213.202.76:5555/udp/239.93.1.208:5140
内蒙古卫视[576*324],http://171.213.204.254:8000/udp/239.93.1.208:5140
内蒙古卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.8:5140
内蒙古卫视[768*576],http://171.213.204.88:888/udp/239.93.0.8:5140
内蒙古卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.8:5140
黑龙江卫视[768*576],http://171.213.204.254:8000/udp/239.93.0.87:5140
黑龙江卫视[768*576],http://171.213.204.88:888/udp/239.93.0.87:5140
黑龙江卫视[768*576],http://171.213.202.76:5555/udp/239.93.0.87:5140
四川文化旅游[576*324],http://171.213.204.254:8000/udp/239.93.1.211:5140
四川文化旅游[576*324],http://171.213.202.76:5555/udp/239.93.1.211:5140
四川文化旅游[576*324],http://171.213.204.88:888/udp/239.93.1.211:5140
四川妇女儿童[576*324],http://171.213.204.88:888/udp/239.93.1.145:5140
四川妇女儿童[576*324],http://171.213.202.76:5555/udp/239.93.1.145:5140
四川妇女儿童[576*324],http://171.213.204.254:8000/udp/239.93.1.145:5140
东方卫视单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.82:5140
东方卫视单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.82:5140
东方卫视单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.82:5140
北京卫视单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.83:5140
北京卫视单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.83:5140
北京卫视单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.83:5140
浙江卫视单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.81:5140
浙江卫视单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.81:5140
浙江卫视单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.81:5140
深圳卫视单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.84:5140
深圳卫视单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.84:5140
深圳卫视单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.84:5140
天津卫视单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.90:5140
天津卫视单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.90:5140
天津卫视单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.90:5140
四川卫视单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.88:5140
四川卫视单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.88:5140
四川卫视单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.88:5140
四川经济单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.99:5140
四川经济单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.99:5140
四川经济单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.99:5140
广东卫视单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.92:5140
广东卫视单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.92:5140
广东卫视单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.92:5140
江苏卫视单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.80:5140
江苏卫视单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.80:5140
江苏卫视单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.80:5140
🐣其他频道,#genre#
城市大明星单音轨[576*324],http://171.213.204.88:888/udp/239.93.1.93:5140
城市大明星单音轨[576*324],http://171.213.204.254:8000/udp/239.93.1.93:5140
城市大明星单音轨[576*324],http://171.213.202.76:5555/udp/239.93.1.93:5140
峨眉CHC影迷电影,http://171.213.204.88:888/udp/239.93.0.252:5140
峨眉CHC影迷电影,http://171.213.202.76:5555/udp/239.93.0.252:5140
峨眉CHC影迷电影,http://171.213.204.254:8000/udp/239.93.0.252:5140
